Geneid,bphP_light_mean_rpm,wt_dark_mean_rpm,pvals,log2_FC,-log10_pval
PA14_53330,132.76840526683353,121.73713230011192,0.19828953517220022,0.1251425836892809,0.7027002052949136
PA14_53340,8.201253255482357,12.910406530026007,0.0378447876419592,-0.6546180713846557,1.4219939273717583
PA14_53360,6.362368888178956,6.626378665196718,0.8567742072226945,-0.05865661834824437,0.06713361620685597
PA14_53370,2.9659114237752866,4.613960713513847,0.07987315930734155,-0.6375300324146005,1.0975991371199356
PA14_53380,0.6483673730876404,1.770423450105369,0.0052628198169939015,-1.449209647388919,2.2787814986555004
PA14_53390,26.28491604968588,26.488136253772172,0.9487624047910137,-0.011111209448070373,0.022842532785983794
PA14_53400,30.08979301368289,31.469505506098297,0.8013478302979741,-0.0646803245382812,0.09617893461508577
PA14_53410,4.488337252128795,5.564463078022951,0.5192097431592183,-0.3100613406516357,0.28465716643768973
PA14_53420,231.99927709233353,253.88802240993542,0.36779958726337014,-0.1300720245762782,0.43438876245341007
PA14_53430,625.4528856852002,463.8414326395048,0.00642583601003513,0.4312695173969515,2.1920703620159983
PA14_53450,27.041678075469562,57.75315197800364,0.018330140041856242,-1.0947149766409985,1.7368342170250681
PA14_53470,338.8814875884839,695.9115039161492,0.001297375230613094,-1.0381230267369104,2.8869343978430826
PA14_53480,483.3431087990564,766.3957205829543,0.000652798063498584,-0.6650418314703777,3.185221142570872
PA14_53490,42.36550602028419,50.69195012261914,0.031221944012053388,-0.25886655899435074,1.5055400593958645
PA14_53500,155.76804125953478,230.11846859836862,0.0026002467477216633,-0.5629775036855184,2.58498543814868
PA14_53510,51.842173325892816,42.99167839459529,0.06484303345032448,0.270068760122031,1.1881366764280663
PA14_53520,34.86578943994151,31.550246206373895,0.6235912821391936,0.14416087997456906,0.20509996491569632
PA14_53530,81.91718605974513,259.6596748746947,0.0014957147345756804,-1.6643839056320235,2.825151228004375
PA14_53540,3.4806283068595794,3.64437252518211,0.46978152563859904,-0.06632266101088327,0.32810406604068454
PA14_53550,10.740936092074008,11.160649782599402,0.7730781049373755,-0.05530128717760043,0.11177662661241398
PA14_53560,25.7792650649458,25.456141119592985,0.9142140569160606,0.018197395533930738,0.03895210530205496
PA14_53570,5.486621329623643,4.836678294228513,0.7121164522884995,0.1819013912709666,0.14744898044903135
PA14_53580,50.875415704132074,34.472138846796746,0.022716794133237336,0.5615378496843738,1.6436529576653476
PA14_53590,406.9404187088682,244.862975694779,0.15870019968153692,0.7328429296807493,0.7994225268019567
PA14_53600,74.4967944708473,48.74779478624482,0.11999528297223824,0.6118413819100096,0.9208358257806445
PA14_53610,13.18846721989856,10.2687220333934,0.2924619728479578,0.36102022517852556,0.5339305947302524
PA14_53620,7.568751371141638,6.331878005687607,0.5841948834483619,0.2574218189039639,0.23344225102538183
PA14_53630,2.0440297338517563,1.625064734248656,0.08824988770503626,0.33091881087364905,1.0542858385646625
PA14_53640,1.1469616732019148,1.2446682699384153,0.776558995388077,-0.11794400267652401,0.10982554521778734
PA14_53650,6.560441729103101,6.0633731751614235,0.7251287460758096,0.11367232283725336,0.13958487791689883
PA14_53660,38.40199974389376,41.048686026785894,0.7389145232613814,-0.09615459973353123,0.13140579736017938
PA14_53670,117.60941700175037,85.0730980568032,0.19452319828308084,0.4672286789210623,0.711028598525643
PA14_53680,2.9056238172034035,2.139055686960635,0.1300446139373599,0.4418737131059356,0.8859076302864336
PA14_53690,0.8364005941812523,1.1675170231328875,0.3628029490815416,-0.4811771012654893,0.4403291913896856
PA14_53700,13.274126166241468,11.274063779659889,0.5352560114672971,0.23560923811868026,0.27143844643910175
PA14_53720,20.57113016965653,21.93305509915155,0.7264906924175842,-0.09248572037825205,0.13876994538189477
PA14_53730,65.46593999607263,88.28327213104383,0.07342410961686034,-0.43139558690093405,1.1341613112788282
PA14_53740,2.660305569749092,3.8738847426457212,0.09961127553322072,-0.5421888929592956,1.0016914986777616
PA14_53750,10.683938056221656,17.220563364639627,0.01512204685611012,-0.688688772590568,1.8203894205973983
PA14_53770,6.27889238471712,7.876747458614808,0.15360300960163323,-0.32708988853159127,0.8136002749257493
PA14_53780,16.039008722104224,19.26701125893751,0.2680730494202183,-0.26454779984974275,0.5717468453845794
PA14_53790,39.485498258259874,52.247540818456365,0.03367135988955575,-0.40404022968859343,1.4727393433504403
PA14_53800,4.232849633138904,5.448901186243352,0.16290811511395495,-0.36433601230618834,0.7880572811830306
PA14_53810,28.83828545599144,23.377661930829976,0.26154065591579045,0.3028547328660203,0.5824607914335306
PA14_53820,186.07995098784122,127.54777619705241,0.2246405235288311,0.5448848726604252,0.6485118974179102
PA14_53830,2.0061965792236944,2.826288945281716,0.2700267184829676,-0.49444578013972507,0.568593261338715
PA14_53840,99.79676709318761,144.30091063669263,0.06712499403540004,-0.5320154142930072,1.1731157398829721
PA14_53850,58.124389069319044,65.96388704955508,0.22984198204851589,-0.18253276451899836,0.6385706418498117
PA14_53860,26.4134979843608,37.992536817384256,0.10298532166760066,-0.5244406566205065,0.9872246701786356
PA14_53870,6.549151797917655,9.498991326701054,0.3118562591272202,-0.5364661860905211,0.5060455349954561
PA14_53880,23.36970584629151,26.26055632804429,0.683357261963054,-0.1682578980282872,0.16535218602015317
PA14_53890,2.114558302972062,2.349519321772902,0.7874305381861065,-0.15200922428066638,0.10378774638026322
PA14_53900,60.516649647976635,65.55295982539839,0.5936423363272447,-0.11532880157528715,0.2264751343839057
PA14_53910,54.615578940828435,53.69198839896789,0.9203848242448782,0.02460570026297854,0.03603055080418032
PA14_53920,41.536496578148004,19.147501207914214,0.06496201198145322,1.117223365947412,1.187340532736843
PA14_53940,563.500675641275,416.7023442624115,0.2123044791589848,0.43540012299024633,0.6730408430760643
PA14_53950,1292.8172879211136,883.9729602874235,0.0013723864988697753,0.5484442499129352,2.8625235630548014
PA14_53970,1127.0528966874078,930.8079626664054,0.2585652134902143,0.27599977019619637,0.5874299040707123
PA14_53980,234.84229764767053,206.48703081310944,0.4573592140905366,0.18564110538770695,0.33974256706900796
PA14_54000,225.66686697053873,341.87175013424275,0.00879280407164278,-0.5992605977573316,2.0558726040342608
PA14_54010,20.102852226131713,22.5400170250219,0.31101415491964657,-0.16508838950408383,0.5072198448522576
PA14_54030,1.2636803191501285,1.888935282397964,0.35398540499469344,-0.5799413511149049,0.45101464379606715
PA14_54040,179.31147068298046,103.67408212292601,0.03838046558309727,0.7904125010649424,1.4158897612591301
PA14_54050,17.556426991547912,28.339877941345865,0.01258547393096208,-0.6908342495152674,1.9001304255883082
PA14_54070,18.781012283329957,26.18061389087751,0.0494133193965542,-0.4792240792428705,1.3061559708993864
PA14_54080,24.885964356750247,66.358635052488,0.006578028644591294,-1.4149518809627182,2.1819042396765855
PA14_54090,31.479631763865882,42.39701227140724,0.03666144607638143,-0.42954392452110585,1.4357904086971296
PA14_54110,0.45144354719326046,0.3520811174407787,0.48772545715631743,0.358636827340171,0.3118245755259783
PA14_54120,1.080248941849672,1.110297901334987,0.8990459418856696,-0.03958296039861163,0.04621811494348169
PA14_54130,25.20592502571645,23.550367863989337,0.521850407345271,0.09801330100713064,0.28245397319561
PA14_54150,72.67562870341045,58.81628858903402,0.29085549632973906,0.30525589168614287,0.5363227248753356
PA14_54170,85.79744702559258,105.40354241883335,0.020445506952639334,-0.2969167260791059,1.6894021165107567
PA14_54180,4.656225464853038,6.416584494717831,0.2244194655613504,-0.46264456067566057,0.648939476207136
PA14_54190,26.469813909182374,26.539642254649866,0.9864865628894972,-0.003800871371053331,0.005908825974575828
PA14_54210,593.5550774859557,569.6373522519731,0.7445538955735622,0.05933815753607796,0.12810385976134336
PA14_54220,55.8740257270317,54.7681182806591,0.8832061933695255,0.028841456581266738,0.05393789417015421
PA14_54230,51.282035627371876,73.42989593230705,0.14624278464274607,-0.5179140162855447,0.8349255520296583
PA14_54240,7.758969679869783,12.829893153424551,0.008402252300396342,-0.7255720882917028,2.0756042817334244
PA14_54260,24.748507419724955,21.552165547071542,0.19379779572199146,0.19950867268319483,0.7126511669716308
PA14_54270,27.79875453277555,23.44659737979425,0.26952387494672503,0.2456416667053753,0.5694027581271032
PA14_54290,173.83897587725718,161.11212927816345,0.5353072205615877,0.10968646877572398,0.27139689853903326
PA14_54300,24.01127949736528,25.138571264920955,0.8286480756011204,-0.0661903716937481,0.08162987388276195
PA14_54320,269.91668648827846,259.1323597015059,0.47428118598373403,0.05882498165875563,0.3239641028107191
PA14_54330,123.72467943951519,114.65690880735765,0.5358652607190594,0.10981001429543971,0.27094439665491904
PA14_54340,66.40496680201056,55.45734995859102,0.12264203203452537,0.25991247005995693,0.9113606623442361
PA14_54350,235.1434631978794,186.96934330007687,0.021142413516851498,0.33073948946598575,1.6748454372168202
PA14_54370,472.5812520582672,353.76597391629065,0.04412422260168989,0.4177671030038996,1.355322933111667
PA14_54390,1253.01812049834,1326.576690745259,0.4810042446572499,-0.08230080326000054,0.317851091145737
PA14_54400,79.51372897363154,120.99093876591377,0.05313424260518857,-0.6056231140400291,1.274625505632522
PA14_54410,178.78919558728998,325.070739243723,0.01739694898575313,-0.8624941405540779,1.7595269100412556
PA14_54420,214.03593789602397,402.2791746132819,0.020250623724079663,-0.9103439966047837,1.6935615958688484
PA14_54430,171.66256662412943,249.92678136806487,0.2817759292700757,-0.5419300275183917,0.5500961092808727
PA14_54450,76.57039756456965,94.8778352425464,0.235252212216373,-0.30928434168411684,0.6284662839523685
PA14_54460,33.58171443076976,29.103643791462037,0.5923960263633878,0.2064760880869102,0.2273878632741269
PA14_54470,47.69323107693995,32.701073485123096,0.31770686289993133,0.5444465142984233,0.4979734037206078
PA14_54480,112.07368122725718,114.62790522062788,0.7966000158265312,-0.032510775529861875,0.09875968929830128
PA14_54490,98.18605909952142,85.94289862185701,0.5073981061783264,0.19213976047149486,0.2946511580796753
PA14_54500,44.59293265681595,47.491381530975275,0.6113445485789797,-0.09085064132624804,0.21371395608802668
PA14_54510,42.048362382234615,40.256365920123876,0.6881426158372307,0.06283267163917976,0.162321545990469
PA14_54520,272.7912455563926,155.0458671580234,0.11435479932085531,0.8151022714029428,0.9417456039052811
