Geneid,dimA_light_mean_rpm,dimA_dark_mean_rpm,pvals,log2_FC,-log10_pval
PA14_01500,27.391233383502453,22.279821368524978,0.0992784009482553,0.29797654391748335,1.003145226522841
PA14_01510,7.713494556660094,6.650804918479999,0.18604476249992163,0.213855609210415,0.7303825516537346
PA14_01520,4.745480963693744,5.219920574560226,0.5650382018015386,-0.1374734945495039,0.24792218886950373
PA14_01540,51.8174493440955,57.27704339951,0.16503341747141917,-0.1445190169887341,0.7824281069741382
PA14_01550,20.089651738705545,22.507258615622863,0.20581787657769074,-0.1639377797207866,0.6865169067267755
PA14_01560,44.18912249289745,38.355545735646125,0.18634518174938508,0.20425608549054947,0.7296818321385141
PA14_01580,185.11803291598662,107.19301208756467,0.2073789679587378,0.7882345704023598,0.6832352911612041
PA14_01600,539.0576870959679,297.88369461345025,0.20098291128420134,0.8556905108701632,0.6968408672087444
PA14_01610,42.18057964219985,29.546934277570923,0.3673940895115481,0.5135704488929339,0.43486783472908763
PA14_01620,288.84636895782984,186.96449019978334,0.27619731372083745,0.6275380664870387,0.5587805496599597
PA14_01640,19.82418090049089,15.40736057388972,0.012181081067646829,0.3636414870987373,1.9143141664749914
PA14_01660,18.612317237072293,40.86891814570007,0.0013372082713349908,-1.1347463011413785,2.873800945731851
PA14_01670,5.27948844025743,6.470867795720824,0.15300337865123656,-0.29356097308769985,0.8152989788988243
PA14_01680,0.8611692195460501,1.433294283470566,0.20692307314433672,-0.7349650803338835,0.6841910802353278
PA14_01690,2.653974253997631,3.127333049918238,0.41315319839283665,-0.23677835706147746,0.383888880838111
PA14_01710,1625.5528005748438,2438.8229079829107,0.08744695741705545,-0.5852545841335277,1.058255296533743
PA14_01720,132.56495590921966,211.90554630806105,0.0738914060102836,-0.6767218982962736,1.1314060695801145
PA14_01730,877.9170948528981,1655.6943293566821,0.010585430215472261,-0.9152797369847819,1.9752914865903624
PA14_01750,40.29337212682953,43.047292826217436,0.5217284466807433,-0.09537995915661888,0.282555483193921
PA14_01760,589.5867523367981,551.1102745132711,0.45967950579253425,0.09736308399910094,0.33754485826757036
PA14_01770,15.39743052020846,16.28385917646251,0.7160495142227492,-0.08075302353545032,0.14505694555497223
PA14_01780,66.25637699384833,68.68248692593012,0.80002544541591,-0.05188296091575487,0.09689619972308391
PA14_01790,30.026952131921007,35.087654498774434,0.10731718426539325,-0.2247054573042958,0.9693307306520222
PA14_01800,2.933477609412483,3.173474603331993,0.6452204852694492,-0.11345125486451654,0.19029185253811368
PA14_01810,21.38611045217159,27.013838469343444,0.05899123812453882,-0.33702450780930276,1.2292124886416294
PA14_01830,76.99370528798559,65.49017474876884,0.27736485641067743,0.23346201527056215,0.5569485671769604
PA14_01840,4.724923293032244,5.143826059850391,0.6041348702870272,-0.12255090885430717,0.21886609634108556
PA14_01860,8.03157640772524,7.494255341459783,0.5227237476183255,0.09989802739878226,0.28172776922438336
PA14_01870,8.019781894421325,6.764825511283628,0.404516587020746,0.24551022369784728,0.39306366563665834
PA14_01890,18.04528233591388,18.03317474080194,0.9952963651548956,0.0009683100600080724,0.0020475819810882663
PA14_01900,12.388770622014276,10.394656284549557,0.13871195272214612,0.2531909400298429,0.857886114430589
PA14_01910,9.560547647836286,8.91331169742642,0.7207194165255959,0.10113168522024926,0.14223377768201004
PA14_01930,37.84611414949984,32.67296098722951,0.3301191480784789,0.21204796407898774,0.48132928432269717
PA14_01940,128.64522972932642,119.65202489030695,0.26028519745202,0.10455314830278722,0.5845505297305762
PA14_01960,106.64055983997237,101.36795467277925,0.33958511820491144,0.07315461122463639,0.46905135029823514
PA14_01970,420.65734818195637,361.79421809665376,0.14862047247504992,0.21747619289084574,0.8279213623752856
PA14_01980,70.21387629519548,73.93331129584668,0.3385342575848818,-0.07446835089225069,0.47039737682439925
PA14_01990,7.002004717169814,14.102903874115533,0.019215750116773556,-1.0101521413894847,1.7163426575063223
PA14_02010,5.522242611711405,8.38885258942277,0.14049913306323758,-0.6032190745179853,0.8523263555241232
PA14_02020,60.56355767526125,64.78459645995008,0.6165019102339977,-0.09720087241951118,0.21006557340271984
PA14_02030,22.61235643182958,22.673472549092143,0.9645296564591523,-0.0038940201967429364,0.01568441453274045
PA14_02050,44.43312904838235,63.85003470571289,0.009600303404066991,-0.5230516459648968,2.0177150414781493
PA14_02060,7.282612790739467,4.966986084966102,0.10790013780990122,0.55208528168364,0.9669780006364458
PA14_02070,0.5956755367092477,0.7337636553949803,0.40249003347131385,-0.30078797670508245,0.395244869238975
PA14_02090,99.37335920040152,79.8414290348743,0.12430858221172182,0.31572158570264774,0.9054988868166983
PA14_02100,67.55730593894198,61.161462983769546,0.4150907436253636,0.14348887713020037,0.38185695112460966
PA14_02110,39.96718367135114,34.84308781643924,0.18422839247975237,0.19794342436524262,0.7346434374016105
PA14_02130,16.317821369623417,16.335112667795997,0.9945074599100568,-0.0015279527336263302,0.0023919548365570736
PA14_02140,17.414898600358608,13.838971564383213,0.07333437228865082,0.3315853032341763,1.134692421042478
PA14_02150,34.46126362530411,26.879539639361365,0.19901602935395463,0.35846715402787294,0.7011119427882084
PA14_02180,18.372089336923963,21.53637898810972,0.48345467274476595,-0.22925998001072215,0.3156442378159743
PA14_02190,13.684082175126278,14.201618381223907,0.8320945623516959,-0.05355666578971356,0.07982731604834664
PA14_02200,71.135120270296,69.29583160691318,0.8774880777147144,0.0377934391623871,0.05675877550930173
PA14_02220,525.4505149349549,571.8203909728951,0.581838117843944,-0.12200716397686553,0.2351978303096307
PA14_02230,41.34052629527508,44.69795399836479,0.6384190216796941,-0.1126520352652481,0.19489418167070707
PA14_02250,172.35933389332527,225.78694326367614,0.043434951147659905,-0.38954262943447804,1.3621606626122278
PA14_02260,145.26153324184068,199.31856189937784,0.03271992807865458,-0.4564233525570204,1.485187659618006
PA14_02270,182.76530074111557,239.50622687208272,0.03750623943823621,-0.3900709709175271,1.4258964781872154
PA14_02290,17.693501483285683,20.532696614250128,0.11461977821178106,-0.21470351344928956,0.9407404362332931
PA14_02300,7.414662753812991,7.4801809384183535,0.934638051970571,-0.012692090024600049,0.02935654149656225
PA14_02310,7.503944713952847,7.170302490924925,0.42505385182626826,0.06561520114112886,0.3715560439040567
PA14_02330,1.976859427825308,1.5372776959363046,0.16872953331991403,0.36283213990096375,0.7728088946764241
PA14_02340,2.8238246860045937,3.1473607512178656,0.613944214897534,-0.15649193942173545,0.2118710885702689
PA14_02360,10.229822279251296,8.473967504903746,0.1086884952906726,0.27167153145075074,0.9638164236800748
PA14_02370,0.9048280542687168,1.5144309894346677,0.08201074835210198,-0.7430592032770094,1.0861292251272265
PA14_02380,4.068654759440432,5.081703909278608,0.05496842640216053,-0.3207603324815032,1.2598866955363677
PA14_02390,4.112009292401247,6.637331672329239,0.017928840981428912,-0.6907596215203513,1.7464477847066024
PA14_02410,1.800865255155167,1.8716171527293486,0.7903340060157735,-0.055595065700587136,0.10218933109725557
PA14_02420,3.334636665376817,2.8682132939716616,0.5600061199250256,0.2173771462796249,0.25180722685961154
PA14_02435,2.4650663577674634,2.7536663194374995,0.47815662682551874,-0.1597271633017262,0.3204298209108458
PA14_02450,77.751017555627,91.18737060824968,0.39602751917838114,-0.22997246490715328,0.40227463475108577
PA14_02460,23.77752933432639,22.129681007915224,0.7060242533078558,0.10361615307566224,0.1511803798308425
PA14_02470,84.41735190469748,78.3553273814348,0.5292935396248758,0.10750820485820863,0.27630340682564153
PA14_02490,0.5937546218822489,0.8947099365954035,0.030132582472442864,-0.5915518394942203,1.520963646107273
PA14_02500,1.5748364649710658,2.786667296859859,0.24126408313929742,-0.8233380812348862,0.6175073264767208
PA14_02510,1.790185617757175,2.3339627723153242,0.36995357285176067,-0.3826720540122646,0.43185277409358447
PA14_02520,142.57532154698208,183.83150515073862,0.09286591033685468,-0.36665974756418945,1.0321436796511156
PA14_02530,68.07347514956263,92.77731001835552,0.12460567228082106,-0.446679246790198,0.9044621873382508
PA14_02550,15.374987374682584,59.30432177311292,0.005578610985852192,-1.9475519027830828,2.25347392225843
PA14_02560,1.9593166621417055,7.569763609211678,0.00032908479139682773,-1.9498967563989988,3.4826921880947412
PA14_02570,0.9388610124854232,2.889486251019578,0.027236026079553576,-1.621827773390859,1.564856258639649
PA14_02580,5.057281781713834,13.640528801907308,0.012115670662795628,-1.431465205532781,1.9166525404955446
PA14_02590,5.799927383440742,8.703784103395988,0.00909277097664529,-0.5856077954757285,2.0413037475283295
PA14_02610,2.745019305337234,4.067114310411383,0.12150407026338522,-0.5671889597734538,0.9154091733963702
PA14_02620,2.2269356059089387,3.8103169978017415,0.0015720840982070118,-0.7748507371384534,2.8035242252111647
PA14_02630,3.595132742705644,5.586135174235905,0.014764611583172821,-0.6358052063350168,1.8307779736568137
PA14_02640,8.682522248728603,9.864648057190978,0.35880163626974565,-0.18415334494394592,0.44514558507805396
PA14_02650,40.07319901077205,32.744936404256315,0.0007243167543911317,0.29136584100248797,3.1400714688853535
PA14_02660,32.8945429739588,27.00492414218289,0.2263086084599026,0.2846257568982025,0.6452989257822276
PA14_02680,2.936384460284367,2.801564458650622,0.6489303283889102,0.06780814636926244,0.1878019281926814
PA14_02690,2.4442357450297947,2.8811742162838794,0.11081579760242392,-0.23727331077564237,0.9553983233394723
PA14_02700,4.657242807567607,4.315576500996015,0.4517684230375207,0.10992276260450036,0.34508412795265814
PA14_02720,2.144410424742558,1.8399575894232465,0.47319294491423114,0.22090835542719997,0.3249617391236929
PA14_02730,5.0911357143687255,3.740348335209925,0.1295728139591286,0.44481472038652564,0.8874861094689154
PA14_02740,5.1351887491969475,5.2795517626424635,0.8378427400787076,-0.03999813097696521,0.07683748915635398
PA14_02750,34.584317047513565,28.124520097111468,0.028659993916957435,0.29828947207827355,1.5427239061170448
PA14_02760,44.89697060601751,22.786032164824224,0.03367939601186011,0.9784683279771468,1.4726357055057708
PA14_02770,36.051103280293354,16.63882161091044,0.013268371019766165,1.1154900705029798,1.8771823929270308
PA14_02790,58.20833532097546,28.84026365768254,0.01558781080598041,1.013141363282778,1.8072148740121001
PA14_02810,61.7792993113513,30.47497579042336,0.02127849217568842,1.0194983935956923,1.672059150013225
PA14_02830,70.37856205911406,43.6714242415141,0.0037562337600563914,0.6884464350492959,2.425247388305935
PA14_02840,72.25375967120998,54.12125136789914,0.0014229287307344512,0.416877450938398,2.846816851583935
PA14_02850,47.19948724494257,32.34899407880267,0.03576287020193881,0.545050312475561,1.446567633532656
PA14_02870,74.33761413448421,64.33079037363453,0.07589584065560508,0.20858296675364432,1.1197820242338472
PA14_02890,4.0173267575110785,3.84832324679355,0.8315282739449802,0.062005798507417935,0.08012297914497571
PA14_02900,5.428992357975982,3.243521590993623,0.11869907523211211,0.7431231125728165,0.9255526645597747
PA14_02910,49.12207944104659,47.0192568028884,0.6960062382869183,0.06311989652843905,0.15738686780115682
PA14_02930,9.136722628300797,6.6693098479027135,0.0009479562187587479,0.4541391849928967,3.0232117200359405
PA14_02960,4.172058363998597,4.109582835227901,0.9390384004471312,0.021767378469423268,0.027316647604713834
PA14_02970,11.408044037950082,8.250299845818832,0.0695000572320492,0.4675329172844018,1.158014837776031
PA14_02980,0.7783453591459418,0.9981098837219048,0.4864107224426086,-0.35878753904579536,0.3129968600380951
PA14_02990,2.570775019943466,2.171856434759299,0.29261310601680146,0.2432744468657365,0.5337062259095923
PA14_03000,2.5646746551478103,2.4701258820390795,0.8529613092499838,0.05419122078569822,0.06907066819980083
PA14_03010,32.16973511515811,26.176849976804004,0.011662548594763284,0.29741254056754424,1.9332065336511393
PA14_03020,1.2833688568796102,1.3640948459290596,0.6906943438344518,-0.08800796877931988,0.16071410046054527
PA14_03030,2.4685818121630514,3.109132674870905,0.13859933281016157,-0.33282952234902946,0.858238860327117
PA14_03040,45.707427098661064,39.06338630137993,0.1719998063912401,0.22661158397578382,0.7644720419486336
PA14_03050,13.89198677507541,11.023207801994957,0.11124771090856432,0.3337087817951115,0.953708916526869
PA14_03070,22.16867182688405,20.265104481771825,0.27008039453889104,0.12952471405673419,0.5685069406278316
PA14_03080,21.752133019505944,27.50376062219657,0.13334337990058331,-0.3384719915256426,0.8750285408591033
PA14_03090,95.56707405657404,103.32408679533108,0.49591966186766756,-0.11259105708421141,0.30458867277088886
PA14_03100,3.5287200049352436,3.8419352394726083,0.5876422049454608,-0.12268818488201877,0.23088702037549874
PA14_03110,1.7450434441805882,1.304754780874467,0.2712520798532628,0.4194838010495494,0.5666269231329727
PA14_03120,11.994509200629892,10.82044328461729,0.2779555164758525,0.1486145002127204,0.5560247022649315
PA14_03130,37.65867421358996,29.527560498570008,0.043497049139493094,0.35092002357425794,1.361540204790288
PA14_03150,74.2877353196241,74.33470811886924,0.9925039344416196,-0.000911940669225196,0.0032677629498367986
PA14_03160,118.03217768697418,152.47568196303357,0.13777270629277688,-0.369398946189876,0.8608368105886989
PA14_03163,168.9168209716686,194.62429635058592,0.3002522430570884,-0.20437882061136714,0.5225137394831667
PA14_03166,39.7088621546576,40.268839693592064,0.9381702177444677,-0.020202880756215926,0.02771835786779201
PA14_03170,61.86319694683647,62.477814436799946,0.946614147643631,-0.014262595952855527,0.023827009061299455
PA14_03180,122.98035993385109,120.65720267400734,0.9062303655901897,0.02751389367103976,0.042761389754146846
PA14_03190,309.5714972699577,358.7754684420861,0.03429067705045163,-0.2128086007278632,1.4648239398960716
PA14_03200,316.3672165055873,375.1482217280389,0.067532818238822,-0.24586060987637,1.170485126186374
PA14_03210,47.01119647326411,60.83339776812781,0.07714095700734719,-0.37185917588963174,1.1127149775981606
PA14_03220,356.60746715756494,363.2862295055931,0.8203435697892911,-0.02676976830176101,0.0860042217459135
PA14_03240,426.7852527072902,577.1367367278682,0.04098402801601322,-0.43540283932600704,1.3873853602549882
PA14_03250,75.37760092011827,69.66020533299489,0.4246217252098352,0.11380115028235513,0.37199778949791146
PA14_03265,59.73281822983841,53.33452568153094,0.45001776342510835,0.16345403319816115,0.3467703431018897
PA14_03270,316.5623703318325,285.8963245385696,0.4066759562522536,0.14699769924242373,0.3907515034637321
PA14_03285,64.80224503291466,54.28063786573632,0.28660426834873876,0.2556061137131148,0.5427173460164816
