Geneid,wt_light_mean_rpm,wt_dark_mean_rpm,pvals,log2_FC,-log10_pval
PA14_24260,111.86902512920454,107.66488859409986,0.47216717949346304,0.05526279181861328,0.32590420417017385
PA14_24270,869.8486050850696,891.2529128013697,0.23903093482595428,-0.035070561109088676,0.6215458900358737
PA14_24290,109.56966783128127,105.82454259570484,0.7420079673018797,0.050174218939070925,0.12959143146401167
PA14_24300,97.2801536723377,93.69016116934294,0.6478233274531752,0.05424795536005686,0.18854341754568524
PA14_24310,131.26533263144054,109.82811982370562,0.03646933465485442,0.2572384646678708,1.438072159865849
PA14_24330,132.53808691471758,90.97158856285017,0.03741492832015686,0.5429190443905187,1.4269550824652724
PA14_24340,37.04245756051853,33.24879068314625,0.19240113248628005,0.15587794385501513,0.7157923760035345
PA14_24350,23.546649734364397,19.2041229491101,0.007439921634302853,0.2941057132904296,2.1284316389123314
PA14_24360,23.896929850733546,29.878546953516643,0.16038380161294108,-0.32228469646660607,0.7948394965590632
PA14_24370,35.14772183657124,52.99688881736194,0.006557388851475026,-0.5924764734009377,2.1832690620186104
PA14_24380,23.995627201135022,37.08513586352123,0.0034396562173947248,-0.6280695101487426,2.4634849615997982
PA14_24390,20.444884882250516,26.80558805953757,0.0801438657376164,-0.39079382876945534,1.09612971321322
PA14_24400,9.862723513902544,14.869114193568421,0.020923904461969286,-0.5922606581964995,1.6793572716179468
PA14_24410,6.918896537001554,11.646641222898289,0.0014038394543727424,-0.7512999980607014,2.852682556071417
PA14_24420,19.28219041074987,31.297777857508866,0.014961697924322429,-0.6987912529416482,1.8250191178806108
PA14_24430,64.38586884527545,82.88480982461573,0.03850919153007741,-0.3643636342413517,1.414435598949635
PA14_24440,19.82080422587636,26.871992311203613,0.030881248841282048,-0.43908776784483616,1.510305145061989
PA14_24445,6709.755019887239,7720.153309149374,0.016413185339193313,-0.20236940413060336,1.7848071263820815
PA14_24480,24.661161323253598,26.03430711740233,0.4940229781706864,-0.07817326838453083,0.3062528505487224
PA14_24490,21.45941932679155,25.345384347359396,0.1316891251037285,-0.2401119927638893,0.8804500876232246
PA14_24500,9.182957467631345,12.873784381960496,0.010320823792444034,-0.4874053970581082,1.986285636600859
PA14_24510,23.205339560117192,28.264116476356264,0.007596876408965227,-0.28451478010402537,2.1193649389295337
PA14_24530,11.824728302242839,14.025769916605592,0.15503099237625126,-0.24627291257821587,0.8095814729747695
PA14_24550,28.20078032420805,28.737171448690844,0.5495728305156716,-0.027182982794204932,0.2599747458334864
PA14_24560,13.152004914571137,13.009017018511786,0.9008028515007975,0.015770788116808855,0.045370247726852615
PA14_24570,1.8581280544339418,1.5502365124395794,0.011826438525502933,0.26136143686391394,1.9271460213562674
PA14_24580,35.64439784035105,25.671900794858747,0.002235361439502367,0.4734852134632735,2.650652245019623
PA14_24590,84.17399551209022,63.138797293163314,0.03500597320956498,0.41484781448453906,1.4558578439178054
PA14_24600,185.27660889908194,411.03161265138806,0.0001961087976524764,-1.1495685991177866,3.7075029229756584
PA14_24610,137.3538502745162,155.6583448921701,0.01709883868180245,-0.18048556865876617,1.7670333850003546
PA14_24620,125.64796909248605,175.05408261731407,0.0020246819896510273,-0.4784133530356476,2.6936431803433565
PA14_24630,4.933654165206492,10.409881731100224,0.03354139675305213,-1.077225027584952,1.4744188561749934
PA14_24640,65.19246793029792,55.77504205810664,0.04050032571171442,0.2250855909127966,1.3925414840882584
PA14_24650,893.8462331891066,1040.393549748718,0.5740828499809852,-0.21903078619427024,0.24102542695205295
PA14_24665,52.59986455411703,33.45343298063437,0.022564820509908524,0.6529048013825594,1.646568116691423
PA14_24675,42.487524885562664,28.55772939436225,0.015054082297987558,0.5731580088813163,1.8223457140846493
PA14_24690,137.65837357468823,150.9688081303149,0.24027460169409134,-0.13315813242339072,0.6192921340111992
PA14_24700,102.11601193563557,84.28155032323296,0.0321390622851349,0.27692034030212287,1.492966798709342
PA14_24710,8.227775681576253,6.894941457053253,0.03308498773126622,0.25496412500553817,1.4803690220675179
PA14_24720,19.502768542715163,19.57126420196532,0.974414202675324,-0.005058011017104701,0.01125639456078008
PA14_24730,379.51001908215017,319.0305471345447,0.027141324272844596,0.25044340416280797,1.566368966169353
PA14_24740,525.8950797241931,229.03975828504102,0.001131685082034189,1.1991769425288554,2.9462744089802326
PA14_24760,1428.9107247665345,626.0070374114472,0.0016440126633712393,1.1906650007272965,2.78409484153376
PA14_24770,791.2269918911346,393.6899107447734,0.0013488031818920181,1.0070319007097095,2.8700514181964123
PA14_24780,3.0225892589035848,4.49507508543453,0.21927060156011957,-0.5725601135102876,0.6590195919252008
PA14_24790,327.6445624358209,240.90337414484793,0.08691756203411549,0.443676987057132,1.060892463782481
PA14_24810,3.4585648551543025,4.1068182975218965,0.16895297557113714,-0.24784754157000127,0.7722341551010077
PA14_24820,3.8794668005996544,3.8061321494818827,0.9512531147568075,0.027532719710590795,0.021703908177240074
PA14_24830,7.635118430612368,11.70127118606761,0.03869286827896972,-0.6159427613146368,1.4123690750976412
PA14_24840,16.806764947235774,22.60546121970452,0.1190966809794542,-0.42762927721797944,0.9241003413920613
PA14_24850,13.113037715147394,13.868795383729696,0.6936571432056244,-0.0808405440382844,0.15885513704763857
PA14_24860,10.811276961947224,35.44472779127335,0.01926957405338874,-1.7130340216690405,1.715127885152921
PA14_24870,0.6292572668228481,0.6576073653744597,0.9330921500297517,-0.06357638611387983,0.030075464213618473
PA14_24880,1417.7255649705542,649.9234163954596,0.00018843817619682403,1.1252366563512068,3.724831107742488
PA14_24890,30.075945452117626,28.59983701717341,0.42249653236406326,0.07260316195627856,0.37417685116714733
PA14_24900,154.50541188686768,161.41131498244712,0.541110256160568,-0.06308434258643052,0.2667142344064911
PA14_24910,233.6839945187567,233.87373365864445,0.9882093905092246,-0.0011709173585631569,0.005151023521929298
PA14_24920,37.68909426354235,40.70551762722444,0.19668312221419976,-0.11107723713080105,0.7062329061901141
PA14_24940,47.38957496136239,62.98731252814127,0.005995731216420692,-0.4104915282094789,2.2221578444431316
PA14_24950,18.303881082996064,25.292639746348332,0.0015513734817733215,-0.4665680100426721,2.809283636391863
PA14_24960,25.58834609639622,29.50849198678236,0.02563423696905584,-0.20564328533046727,1.591179605278798
PA14_24970,254.7869629931922,106.62170696068017,0.0016192189804233076,1.2567902671445383,2.7906944140270578
PA14_24980,322.91497140446637,348.680882869377,0.21062352365491668,-0.11075293668474455,0.6764931259188065
PA14_24990,73.62975017222966,102.30885870379124,0.0051622405192761015,-0.47457035329431835,2.2871617646582965
PA14_25000,119.5777855614939,155.60749164669085,0.01029069246760939,-0.37996211777289873,1.9875554002868283
PA14_25020,111.5755858255474,91.13326419801497,0.00859993757658984,0.2919717307654065,2.065504701110033
PA14_25030,37.34607728287242,68.7923660123922,0.08246823840872905,-0.8812917433783458,1.0837132822349695
PA14_25040,98.38721371758817,114.59189891249981,0.05479803701800152,-0.219962312151363,1.2612349985871496
PA14_25050,4.560375844780727,6.139411987149824,0.15879525642814857,-0.4289476742607376,0.7991624750691826
PA14_25060,12.79459450284412,13.779561122152261,0.5790724487365535,-0.10699550596342033,0.237267097553805
PA14_25080,1704.2233112689285,1944.6257345498798,0.15640951479799917,-0.1903781285586231,0.805736831208537
PA14_25090,911.2039494349314,938.4989196201335,0.7076174708989392,-0.04258108407264152,0.15020145300745935
PA14_25100,96.14515970429659,67.96422169827306,0.10503135455889151,0.5004387521919839,0.9786810335093205
PA14_25110,1097.955065134892,1001.8998358615189,0.05016358404025917,0.13208072829073203,1.2996114420078533
PA14_25130,107.8067781375625,138.92727769309144,0.01807174038690724,-0.36588200271287485,1.743000020984521
PA14_25140,15.347558070517671,19.035290555064293,0.3144611486070595,-0.3106674444961506,0.5024330035981845
PA14_25150,46.17042113314875,60.834733695557844,0.011648159698435717,-0.3979263688691708,1.9337426837321063
PA14_25160,83.41414341599786,88.4896516087935,0.2502803715464387,-0.08521672576478911,0.6015732089748091
PA14_25180,121.79217832534266,291.6255710260018,0.0010860028776764783,-1.259695735981311,2.9641690239577065
PA14_25195,165.88735915001777,139.23078502669523,0.049676484360929106,0.2527257156857019,1.3038491470640592
PA14_25210,158.55567168688424,145.0475809693973,0.02048798266890647,0.1284632488888542,1.6885008019157235
PA14_25220,78.52357733099477,94.15231524684292,0.048377367035068015,-0.26187066895800093,1.3153577720480905
