Geneid,dimA_light_mean_rpm,bphP_light_mean_rpm,pvals,log2_FC,-log10_pval
PA14_59480,8.449812957375416,6.734331684659856,0.2384228796864633,0.3273845769546322,0.6226520708915492
PA14_59490,4.32267596988154,3.5287904795227445,0.37041029116916163,0.29275083547581926,0.43131695574849516
PA14_59500,3.113013744761362,2.6592967501668787,0.5631121877198033,0.22726707962612117,0.2494050729037489
PA14_59510,3.0798880693020876,1.9173270256237347,0.03901938244821765,0.6837811652355869,1.408719608377014
PA14_59520,2.6612637132000714,1.9176693812190921,0.35228733034804854,0.47275722522340263,0.4531029754928203
PA14_59530,2.427152628815828,1.8815710656733577,0.0408719706345938,0.3673268553034941,1.3885744223545278
PA14_59540,3.8459515696497966,3.882044274663155,0.9288168510535193,-0.013475972473072492,0.032069914013269175
PA14_59550,131.12946321837006,135.82763902051627,0.8317798151434811,-0.05078519897221796,0.0799916228965095
PA14_59560,2.1511470890866,1.1020999029097507,0.06501520184303627,0.9648504340502674,1.1869850848242665
PA14_59570,1.1533430113365648,0.48848308778012844,0.042197866434018544,1.2394391653734291,1.3747095068429929
PA14_59580,64.7068315019303,70.34225963629346,0.208852060044599,-0.12047364346849951,0.6801612366469354
PA14_59590,28.515184379620994,33.68618943690893,0.6435927243132198,-0.24042687066501583,0.19138887415734776
PA14_59600,6.385091163693968,4.439777982258694,0.13836828139039353,0.524219570137253,0.8589634532020496
PA14_59610,90.37806413695178,82.55142748633934,0.7491032973070029,0.13067949107097737,0.12545829130292535
PA14_59620,74.24458062990935,65.90938797664897,0.4624908495213267,0.17180174567821657,0.33489685544755954
PA14_59630,33.789391027238025,33.29571335047384,0.9381733887663151,0.021233899102419813,0.02771688995190975
PA14_59640,2.3345419216738503,1.7247378904843333,0.27918678575131173,0.43676211286225036,0.5541051412462248
PA14_59650,2.1366111299333013,1.8120589241513665,0.165977831172144,0.2376943482489051,0.7799499146258966
PA14_59660,1.0566471873562264,1.2442489083630923,0.32119701445314003,-0.23578114067772976,0.49322850016967285
PA14_59670,1.0341842817105693,1.173865736500985,0.6760062380507932,-0.18277393251469143,0.1700492964569772
PA14_59680,0.37559057587148553,0.6297223547438932,0.17240546878093654,-0.7455532357214265,0.7634489622716653
PA14_59690,7.87143050551169,7.6281141725527,0.8000253156512628,0.04529940226980667,0.09689627016593688
PA14_59700,2.3768772000369736,2.3159313538034945,0.901835180791328,0.03747485960034535,0.04487282677448737
PA14_59710,8.211639246265309,7.183292708476961,0.05247687108832617,0.19302491503380453,1.2800320674888082
PA14_59720,1.8619668999030161,1.3127666734986798,0.19800050891536594,0.5042165340055285,0.703333693481645
PA14_59735,9.058852226415551,7.698841913751909,0.06521836546501163,0.2346867903329281,1.1856300898971486
PA14_59750,2.963092265262761,3.2499156089939163,0.668625819092321,-0.13329865665642196,0.17481685706917213
PA14_59760,2.631250422457646,2.1918140540523146,0.37777405858715274,0.26362302313621244,0.42276786801096644
PA14_59770,53.3719457445737,41.376415165089675,0.5194408090265353,0.3672729424865958,0.28446393372322903
PA14_59780,226.6526200850349,118.71870727728883,0.0691845200426066,0.9329355443803437,1.1599910675683303
PA14_59790,402.63888149200875,297.24238767023417,0.3488744037214763,0.43784663051047606,0.4573308927768885
PA14_59800,45.03579933003053,35.08831158953758,0.28531631757119896,0.3600817287504164,0.5446733898273975
PA14_59820,4.66130585090941,3.366309760132436,0.22498079937251295,0.46956610496396967,0.647854544477012
PA14_59830,24.270395478336265,23.5566962487877,0.8033163726802744,0.043060394867499886,0.09511338143416143
PA14_59840,1015.5523385897322,1089.0061874206697,0.829886017419406,-0.1007475571248996,0.08098155269032628
