Geneid,bphP_light_mean_rpm,wt_light_mean_rpm,pvals,log2_FC,-log10_pval
PA14_02660,29.35245522317263,36.50945114437608,0.18432881706853235,-0.3147887850292881,0.7344067639913284
PA14_02680,2.8863765118240265,2.6368014749921778,0.7104809900087541,0.1304704945976117,0.14844753778541805
PA14_02690,2.4030349681877667,2.225366148452165,0.7359542456881327,0.11081485908016249,0.1331491849326644
PA14_02700,5.317027937045084,4.223487014826791,0.1899023579201031,0.33218535047006015,0.7214696428178425
PA14_02720,1.6248010698950885,2.209620017465085,0.20151585272934022,-0.44353492940748623,0.6956907833587743
PA14_02730,4.461050921236794,5.002370867048212,0.5515047070904222,-0.16522836408639363,0.2584507765063431
PA14_02740,4.529367537608976,5.046980407774561,0.16199514066231155,-0.15611083627972527,0.7904980127116645
PA14_02750,33.853937603546576,37.72117194997537,0.4592014286655314,-0.1560508487883317,0.33799676943283646
PA14_02760,22.42115176308377,25.88488067209163,0.44916776677640335,-0.2072492670103184,0.34759141717776243
PA14_02770,16.960525381745054,19.103040454059354,0.602937498748398,-0.17162140539306064,0.21972770503318526
PA14_02790,28.443976292987283,34.365173676265,0.35740500322940477,-0.27282408153484666,0.44683937220051073
PA14_02810,19.10388969225318,104.28363032980087,0.0003377040757698448,-2.448574324523833,3.471463697807966
PA14_02830,36.7126959818655,72.98925020792551,0.004542242496672803,-0.9914049162732949,2.342729683820466
PA14_02840,43.5781390657082,86.00244480170535,0.009994724694590066,-0.9807730634748146,2.0002291640538234
PA14_02850,30.442652550324308,65.06425248916855,0.0009714279232995328,-1.095771018328354,3.0125894170657723
PA14_02870,58.85034296166558,71.23497959151184,0.26232915107655025,-0.27553501581880496,0.5811534461681763
PA14_02890,3.3592364185690804,2.6405701364913647,0.053829114751257505,0.3472837381222781,1.2689827623319114
PA14_02900,4.263905872051603,5.824673205912993,0.398985592271688,-0.4500014149357676,0.3990427867941485
PA14_02910,56.81101054115527,52.672956261101604,0.6528474942951663,0.10910813045085045,0.1851882584208454
PA14_02930,7.635279760028985,8.936315394719875,0.16822144681597268,-0.2269990539968975,0.7741186361239393
PA14_02960,4.169963378742483,3.943814398158174,0.7599544386451136,0.08044303302116385,0.11921244408519178
PA14_02970,10.23530874881215,10.129830736928293,0.9596733521175459,0.014944552509457918,0.017876564369910503
PA14_02980,0.8293090054140371,0.6238573920282497,0.5335905932513806,0.4106928193363298,0.27279183526659745
PA14_02990,3.2689998502839153,2.8009660270512176,0.5875851520569473,0.2229247411442936,0.23092918711801014
PA14_03000,2.2226751619513987,2.366477381852615,0.35381029906246625,-0.09044397014495272,0.4512295293660992
