"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mean_numerator","mean_denominator"
"PA14_00010",10058.2089734107,-0.162462185005431,0.128542962716498,-1.26387459548246,0.206275041446787,0.999433148344974,9097.82044906151,10183.8837626758
"PA14_00020",17843.1781455386,-0.0989436282940417,0.121744941013306,-0.812712441851918,0.416382946111291,0.999433148344974,16875.2268572454,18073.7325849818
"PA14_00030",9443.87601831007,-0.13912112496539,0.267279491050382,-0.520508043541455,0.602709523137708,0.999433148344974,8919.59429290797,9822.88376205008
"PA14_00050",43695.6416143535,-0.137786322209597,0.117729218182161,-1.17036640807723,0.241853547912467,0.999433148344974,43275.0102836584,47613.2409596361
"PA14_00060",1841.31863971122,0.0100634713297709,0.121165173312539,0.0830558076602818,0.933807164760531,0.999433148344974,1800.53983839644,1789.17168565397
"PA14_00070",831.712694912223,-0.0296768584736562,0.229026935445086,-0.129578027213187,0.896900288403029,0.999433148344974,846.410481251022,864.803176926587
"PA14_00080",3680.87134406033,-0.340853767784289,0.312053336334445,-1.09229329763992,0.274704205366725,0.999433148344974,3507.70052732396,4442.48008982917
"PA14_00090",12230.435769175,-0.0902448952742379,0.0942613357142471,-0.957390372101398,0.338370256189128,0.999433148344974,11526.4721071464,12270.9421826313
"PA14_00100",5592.61748132826,-0.117075994989938,0.152042770825352,-0.770020135481613,0.441287948621421,0.999433148344974,5009.27296638671,5433.71368321628
"PA14_00110",1406.33153051195,0.0191656740061963,0.122970577027979,0.155855770294025,0.876146709363233,0.999433148344974,1396.21993385225,1379.33653064506
"PA14_00120",6185.92719109288,-0.134387591139098,0.289477347072996,-0.464242167817055,0.642474252952841,0.999433148344974,6575.76580316563,7218.27942661919
"PA14_00130",1036.9209125602,-0.294192482667885,0.242330903280429,-1.21401141449731,0.224743365394164,0.999433148344974,942.708610195579,1156.13983382318
"PA14_00140",418.154648899753,-0.170809110960723,0.165897868487085,-1.02960401190459,0.303195931198449,0.999433148344974,387.335856216591,436.246891254507
"PA14_00150",116.05741310624,-0.0919007823876737,0.238718645803366,-0.384975300435362,0.700255715264463,0.999433148344974,114.397231281135,122.257620422981
"PA14_00160",1542.30672268485,-0.100934462136203,0.292525771498259,-0.345044683137616,0.730060778842735,0.999433148344974,1592.09187978055,1708.23409655746
"PA14_00170",3617.78236315346,-0.134689738448185,0.15983456580166,-0.842682168107006,0.399406222705051,0.999433148344974,3189.91591745138,3502.42209932853
"PA14_00180",2876.5381858974,-0.0386603900395099,0.151172768370404,-0.255736469314263,0.798154332874267,0.999433148344974,2677.0121437653,2748.7037745097
"PA14_00190",2643.51512454176,-0.00392313668368779,0.124108773513602,-0.0316104701756466,0.974782693570877,0.999433148344974,2459.49926771299,2465.28551474051
"PA14_00200",2891.6545355645,-0.171050551190699,0.144762643074605,-1.18159317595871,0.237367162535669,0.999433148344974,2770.9146342538,3121.12029390006
"PA14_00210",6988.87274789821,-0.170290029784631,0.189921146106539,-0.896635436735964,0.369913482304886,0.999433148344974,6440.83455037819,7248.40556914407
"PA14_00230",124.833407416164,-0.108344035599758,0.401889909629245,-0.269586354381746,0.787478499414752,0.999433148344974,136.104612902794,146.804094627504
"PA14_00240",2351.68320382954,-0.17346873146568,0.160473154486887,-1.08098287230874,0.279704732548117,0.999433148344974,2211.47581472434,2495.35461421947
"PA14_00250",3792.01655343197,-0.116970278193155,0.124461351402737,-0.939812053097979,0.347313975163698,0.999433148344974,3562.68616285795,3864.94984790967
"PA14_00280",4881.06491009153,-0.211641857223617,0.256587485998343,-0.824833122317525,0.409466339201292,0.999433148344974,4823.21289351048,5585.38194274058
"PA14_00290",2213.27704620171,-0.160723644647629,0.30888610047506,-0.520333043152281,0.602831469107153,0.999433148344974,2215.2308635229,2476.15697285428
"PA14_00300",15364.676748641,-0.259847617613992,0.258610493826143,-1.00478373390633,0.31500099800807,0.999433148344974,14075.5842988524,16853.7305351893
"PA14_00310",9170.51655563868,-0.14825720064695,0.196305190259782,-0.755238312602702,0.450106004409652,0.999433148344974,8580.45718597891,9509.45972482962
"PA14_00320",2589.72924810856,-0.123815659469435,0.175388277778637,-0.705951737696557,0.480218151287482,0.999433148344974,2574.46050787766,2805.62838933458
"PA14_00340",157.335203919121,0.45567633814311,0.391066986794896,1.16521300321906,0.243932783427427,0.999433148344974,185.52932698674,134.74320358519
"PA14_00360",182.483368566183,0.238764475840913,0.331601334120974,0.720034726258996,0.471503614780592,0.999433148344974,184.712163904891,156.198115756236
"PA14_00380",393.254368671105,0.369277306772674,0.336979115538603,1.09584626982728,0.273146055874507,0.999433148344974,446.318083912476,345.353229623579
"PA14_00400",836.543891660117,-0.0127488404486103,0.157681395512132,-0.0808519001699815,0.935559732769681,0.999433148344974,864.116257400966,872.567915510464
"PA14_00410",1230.4255618892,-0.132505221269851,0.126024118139049,-1.05142748250498,0.293062299114618,0.999433148344974,1216.65437151683,1334.85548516447
"PA14_00420",91.8561479778484,-0.0155938119849494,0.256080712606052,-0.0608941291448939,0.951443525034586,0.999433148344974,97.6220696372062,98.4832372911894
"PA14_00430",170.30105384301,0.279869882418861,0.344474115573301,0.812455478557742,0.416530323350207,0.999433148344974,177.714321425964,146.448029020504
"PA14_00440",1552.1979304082,0.109316964656033,0.13102544124724,0.834318614884543,0.404101464876837,0.999433148344974,1618.89176839485,1501.93867408102
"PA14_00450",2050.41174594785,-0.0103739934369353,0.152108143559702,-0.0682014334943453,0.945625285867037,0.999433148344974,1923.63952754304,1938.27635575726
"PA14_00460",460.464056921263,-0.0510252963542968,0.19287590137123,-0.264549878919752,0.79135623550213,0.999433148344974,427.735282594513,443.14275781763
"PA14_00470",6828.41387591994,0.628569034239806,0.701316818415945,0.896269728222897,0.370108722707596,0.999433148344974,6806.16941487187,4402.28492890841
"PA14_00480",16912.9666081013,0.33746198987872,0.675042340876523,0.499912330596234,0.617136809519456,0.999433148344974,16165.1353786734,12793.6439794603
"PA14_00490",1375.13151547556,0.395334670480048,0.153934465332006,2.56820114733493,0.0102227817398784,0.999433148344974,1566.2974886173,1189.63404032157
"PA14_00510",2303.75656509141,0.102677424615841,0.155675023093324,0.659562610466339,0.509534554790276,0.999433148344974,2356.20678866919,2194.2723540496
"PA14_00520",130.911537421312,0.0934157586925405,0.270584932077541,0.345236366176408,0.729916681246247,0.999433148344974,146.257635939752,137.375409590076
"PA14_00530",650.562003757183,-0.0108685101766637,0.347175556710613,-0.0313055166660916,0.975025890902506,0.999433148344974,705.805302660876,711.427744140649
"PA14_00550",1836.06208008018,0.0769049282640424,0.128133042925182,0.600195909722897,0.548375679295072,0.999433148344974,1889.21656154327,1790.64891446994
"PA14_00560",827.049178819352,-0.143021037783884,0.200613209923786,-0.712919342839976,0.475895669087674,0.999433148344974,774.20174738845,855.409419860884
"PA14_00570",2249.9139139643,-0.118279113896455,0.34045026840512,-0.347419652363759,0.728276071294106,0.999433148344974,1942.04626349234,2108.14673961851
