"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mean_numerator","mean_denominator"
"PA14_00010",10058.2089734107,-0.0192340549014173,0.128496224287516,-0.149685759313676,0.881012544009956,0.958268663191157,10183.8837626758,10319.1346950886
"PA14_00020",17843.1781455386,0.00308862527803992,0.121726809279593,0.02537341852891,0.979757113221027,0.996063250371467,18073.7325849818,18034.5859186155
"PA14_00030",9443.87601831007,-0.055919533826346,0.267255479904966,-0.209236247826352,0.83426381694752,0.938911777277206,9822.88376205008,10210.8659069619
"PA14_00050",43695.6416143535,0.200584419332038,0.117728786936262,1.70378396441504,0.088421454855239,0.369013119189488,47613.2409596361,41432.264852152
"PA14_00060",1841.31863971122,-0.160560127682043,0.120943906867531,-1.32755863309346,0.184323958011217,0.508919014058605,1789.17168565397,1999.20653798982
"PA14_00070",831.712694912223,-0.00873131221461829,0.228898445626128,-0.0381449170208854,0.969572138747105,0.993323526118616,864.803176926587,869.006155457208
"PA14_00080",3680.87134406033,0.693983114069544,0.312119917581045,2.2234502669614,0.0261854533773082,0.210092791170779,4442.48008982917,2745.88587755947
"PA14_00090",12230.435769175,-0.0493664150190445,0.094218785697828,-0.523955118434333,0.600309756761268,0.82830463880487,12270.9421826313,12697.0002593925
"PA14_00100",5592.61748132826,-0.201866167355011,0.151937157175314,-1.32861619308887,0.183974626892338,0.508214599121436,5433.71368321628,6249.11371239665
"PA14_00110",1406.33153051195,-0.0686916119732058,0.122812316900557,-0.559321847407424,0.575942087677768,0.811067686429373,1379.33653064506,1444.61028246534
"PA14_00120",6185.92719109288,0.229631047642495,0.289480245551343,0.793252911628358,0.427630485558434,0.724275963655927,7218.27942661919,6155.78477045658
"PA14_00130",1036.9209125602,0.419716758225173,0.242386974803263,1.73159782437089,0.0833451938603661,0.359741181340604,1156.13983382318,864.601496087495
"PA14_00140",418.154648899753,0.0666787461809583,0.165298474429154,0.403383917554159,0.686665815995029,0.873717471059712,436.246891254507,416.669103715325
"PA14_00150",116.05741310624,0.319949076680127,0.240141292029242,1.33233678380129,0.18274954499374,0.506180316321803,122.257620422981,97.8748568103934
"PA14_00160",1542.30672268485,0.134635258279887,0.292506690250411,0.460280953453161,0.64531457060096,0.851398908065162,1708.23409655746,1555.46838034055
"PA14_00170",3617.78236315346,-0.0853062828069197,0.159712829662032,-0.534122919163326,0.593256493811833,0.822809670990936,3502.42209932853,3715.61171510587
"PA14_00180",2876.5381858974,-0.209419793648719,0.151006255192668,-1.3868286011167,0.1654940335604,0.482703407377544,2748.7037745097,3179.06444948827
