"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mean_numerator","mean_denominator"
"gene-PA14_00010",5198.54175002586,0.0638145931279769,0.154067596922365,0.414198666057817,0.678728618655328,0.976351958151574,5441.29621801924,5206.10923887595
"gene-PA14_00020",9239.24360550887,0.0503366399264052,0.132623889356716,0.379544290026179,0.704283721480631,0.978548179947014,9444.25748528916,9121.20523613639
"gene-PA14_00030",5611.29288292946,0.277752734003622,0.2618053853691,1.06091298928797,0.288729445628731,0.976351958151574,6238.43278187072,5145.99167527962
"gene-PA14_00050",22483.8069952496,0.00946481323120382,0.12593914822224,0.0751538609305314,0.940092294126625,0.992445960577951,21989.4705890132,21845.4347004317
"gene-PA14_00060",1129.82677130261,0.141437712943165,0.143730369349411,0.984048907571704,0.325091466417188,0.976351958151574,1193.55208819281,1082.69365296006
"gene-PA14_00070",583.564585254394,0.157274211512229,0.209455514794161,0.750871666791814,0.452729893387874,0.976351958151574,617.645553931013,554.084681359942
"gene-PA14_00080",2140.70064208791,-0.418499406632754,0.336601427270726,-1.24330847324708,0.21375418301276,0.976351958151574,1603.25912892488,2142.7250187844
"gene-PA14_00090",6486.98291548599,0.0256368147700189,0.127649760786363,0.200837154821819,0.840825909452352,0.985895498891639,6703.28872175806,6585.8601585066
"gene-PA14_00100",3202.74158373886,0.165500440188798,0.179917104581932,0.919870517999754,0.357640427004729,0.976351958151574,3562.82105030624,3177.21574353484
"gene-PA14_00110",729.394271725279,0.0531438016071775,0.103245775159839,0.514731004972394,0.606741004275763,0.976351958151574,760.198485233212,733.67807821742
"gene-PA14_00120",3124.47095741383,0.292100366120123,0.280482838973749,1.04141974314322,0.297680783447985,0.976351958151574,3237.10772228583,2643.84337850659
"gene-PA14_00130",538.341762423737,-0.252723533978224,0.236322748068367,-1.06939994581102,0.284889491736846,0.976351958151574,438.84469509905,522.719352533092
"gene-PA14_00140",221.354116352443,0.0327449182049113,0.173768430908901,0.188439971711996,0.850531768020642,0.987107962296754,218.309679499866,213.423838180328
"gene-PA14_00150",66.2226471193934,-0.193524835322098,0.223849739222047,-0.864530090562811,0.3872967577663,0.976351958151574,57.6992384030543,66.3797480211075
"gene-PA14_00160",897.675652083953,0.157393430987153,0.286580743839679,0.549211467868907,0.582860335315418,0.976351958151574,897.047223463313,804.180383138917
"gene-PA14_00170",1929.85655764595,-0.0709799037242408,0.200042747916486,-0.35482367875627,0.722721688036847,0.9809149616124,1962.24890282043,2061.61511881698
"gene-PA14_00180",1746.32185762894,0.0475895523192941,0.179681019810347,0.264855755880754,0.791120583114405,0.98272836872035,1838.93314982927,1779.57977257842
"gene-PA14_00190",1496.8198547145,0.10327849591623,0.156599178894686,0.659508540499345,0.509569263614415,0.976351958151574,1616.72243337773,1504.81978280629
"gene-PA14_00200",1481.88755593845,-0.114336513036266,0.165642664919255,-0.690260043159784,0.490030670417545,0.976351958151574,1378.61097145409,1491.10017601606
"gene-PA14_00210",3531.37841370541,0.0878378614389893,0.193660226344396,0.453566863454877,0.650140608089424,0.976351958151574,3783.14408708537,3559.89719514781
"gene-PA14_00230",68.2791451648312,-0.670802499176485,0.410146172712987,-1.63552056267974,0.101939967696936,0.976351958151574,47.739490712438,75.8972161797007
"gene-PA14_00240",1193.3784904023,0.286386503108958,0.136698703751212,2.09501988863167,0.0361692245251624,0.976351958151574,1267.39900370386,1039.04302493171
"gene-PA14_00250",1922.05491076907,0.0998841674075999,0.107727871092934,0.92718965291194,0.353828074136474,0.976351958151574,1919.61102183843,1791.92348527795
"gene-PA14_00280",2603.57608099959,-0.268709583846322,0.285294238991632,-0.941868243803562,0.346260100388885,0.976351958151574,2333.8737981489,2811.54384464558
"gene-PA14_00290",1302.71467979588,-0.344988193436509,0.312718917813433,-1.10318939400503,0.269944926187186,0.976351958151574,1110.47278577931,1410.09474764978
"gene-PA14_00300",8438.5087370397,-0.19434461107881,0.244366843967095,-0.795298608942954,0.426439822542987,0.976351958151574,7189.62977265738,8226.42884866918
"gene-PA14_00310",5805.67180754472,-0.114262812284054,0.197171311243891,-0.579510333238677,0.562244876301679,0.976351958151574,5242.41596752579,5674.18673729638
"gene-PA14_00320",1637.03678615294,-0.0614341055370353,0.160754463130141,-0.382161119142927,0.702341859423205,0.978360333741901,1494.70447304913,1559.66360073125
"gene-PA14_00340",86.7740879989036,0.125883314591361,0.366039445041138,0.343906418547908,0.730916664670965,0.981371400648112,86.3188175525568,78.8986824212084
"gene-PA14_00360",107.372733383139,-0.0269873205416916,0.310967374602995,-0.0867850544647833,0.930842367607074,0.992445960577951,98.9528539760865,100.926798038161
"gene-PA14_00380",207.169301929292,0.259650769293229,0.334886133302346,0.775340461943845,0.438138506236096,0.976351958151574,214.080506894873,178.82849117318
"gene-PA14_00400",485.531323005192,0.140832285022887,0.125086277625474,1.12588117334947,0.260215819232996,0.976351958151574,512.642238780928,464.927304595085
"gene-PA14_00410",698.665917312762,0.0868922692767722,0.146722268368088,0.592222777382243,0.55370141882833,0.976351958151574,697.109554129069,654.975028814026
"gene-PA14_00420",63.2361519361735,0.133562042566381,0.25168982052968,0.530661280958047,0.59565352163345,0.976351958151574,61.4972131119149,56.2805816424865
"gene-PA14_00430",107.177642567574,0.122338012108891,0.343674342737448,0.355970745835839,0.72186247352957,0.9809149616124,112.927401175759,103.979222680704
"gene-PA14_00440",944.875076532017,0.104296191094706,0.118453746994063,0.88048030342116,0.378599170758696,0.976351958151574,927.399343943093,863.692378932678
