"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mean_numerator","mean_denominator"
"gene-PA14_00010",5198.54175002586,0.108489569972079,0.154139781191779,0.703838873607185,0.48153312184177,0.999969233134726,5284.99495611731,4901.41245127732
"gene-PA14_00020",9239.24360550887,0.135359232220945,0.132652658465576,1.0204034641045,0.307537151657057,0.999969233134726,9611.37440033422,8750.74061173489
"gene-PA14_00030",5611.29288292946,-0.0459274934828737,0.261813625502893,-0.175420562603095,0.860749184475861,0.999969233134726,5636.55584034411,5818.3567241228
"gene-PA14_00050",22483.8069952496,0.137850450858131,0.125932742273706,1.09463550439109,0.273676354551667,0.999969233134726,24558.3547362957,22319.1156345266
"gene-PA14_00060",1129.82677130261,0.098203050790275,0.14383520305726,0.68274698198313,0.494766736561093,0.999969233134726,1186.84438427627,1108.92178354218
"gene-PA14_00070",583.564585254394,0.287845740079668,0.209561417276079,1.37356267113071,0.169577492380533,0.999969233134726,657.036767842216,537.788736963926
"gene-PA14_00080",2140.70064208791,0.272710703988505,0.336472585376212,0.810499029760735,0.417653422450055,0.999969233134726,2416.39150943502,1999.88985288764
"gene-PA14_00090",6486.98291548599,0.0323420191838864,0.127723409823716,0.253219196297099,0.80009883330529,0.999969233134726,6409.77981415614,6267.30364746946
"gene-PA14_00100",3202.74158373886,0.0329580402472864,0.180046822910902,0.183052606618869,0.854756741789294,0.999969233134726,3159.82241446084,3088.33022962679
"gene-PA14_00110",729.394271725279,0.21548146903919,0.104016323072699,2.07161205735553,0.0383016345693397,0.983955784626141,768.249484918904,661.519598591868
"gene-PA14_00120",3124.47095741383,0.231377341588713,0.280367420108656,0.825264724050472,0.409221314499134,0.999969233134726,3762.90288005502,3204.93268911283
"gene-PA14_00130",538.341762423737,0.118580889174951,0.235787886303858,0.502913406764828,0.615025154770797,0.999969233134726,572.473667777964,527.457471546202
"gene-PA14_00140",221.354116352443,0.0473185075084767,0.173946682548591,0.272028801096903,0.785599874024626,0.999969233134726,225.860310005106,218.34027314931
"gene-PA14_00150",66.2226471193934,0.0353827444323163,0.221861694756154,0.159481087851623,0.873289857323714,0.999969233134726,68.0548174662841,66.2628145482299
"gene-PA14_00160",897.675652083953,0.231085170729996,0.286311298128153,0.807111602793134,0.419602187937598,0.999969233134726,1052.00109718964,895.779336249211
"gene-PA14_00170",1929.85655764595,-0.0097802427773878,0.200288431345901,-0.0488307922313157,0.961054142785554,0.999969233134726,1829.531435976,1841.88562275179
"gene-PA14_00180",1746.32185762894,-0.131953140960933,0.179935532232986,-0.733335652627385,0.463353735044481,0.999969233134726,1608.92090325108,1763.66490605327
"gene-PA14_00190",1496.8198547145,-0.144538991414463,0.1569973611379,-0.920645992817079,0.357235281398332,0.999969233134726,1353.06478713004,1496.21184092365
"gene-PA14_00200",1481.88755593845,-0.0402967326362572,0.165613902485949,-0.24331733043774,0.807759579999044,0.999969233134726,1495.43068539175,1536.02887825198
"gene-PA14_00210",3531.37841370541,0.113140171601178,0.193732612473927,0.58400168230016,0.559219180201495,0.999969233134726,3684.51781261261,3405.99503414733
"gene-PA14_00230",68.2791451648312,0.0765506300253705,0.40681395375997,0.188171102091884,0.850742525004688,0.999969233134726,72.9469444586418,68.9833565757968
"gene-PA14_00240",1193.3784904023,0.0933846454158834,0.136488669640627,0.684193388812154,0.493853056411232,0.999969233134726,1277.02385283205,1195.73505676944
"gene-PA14_00250",1922.05491076907,0.177654820217163,0.107731563429498,1.64905079404537,0.0991372290989916,0.999969233134726,2042.21012644883,1805.51897801608
"gene-PA14_00280",2603.57608099959,-0.0881265524183302,0.285298823829762,-0.308892098591039,0.757403607507646,0.999969233134726,2595.39041170585,2758.30111393601
"gene-PA14_00290",1302.71467979588,-0.266675497470156,0.312716584442165,-0.85277056202779,0.393786551793447,0.999969233134726,1207.1673130252,1452.03387370745
"gene-PA14_00300",8438.5087370397,0.367134369895125,0.244353854798732,1.50247013781519,0.132975734495451,0.999969233134726,9502.29676133672,7367.36051232712
"gene-PA14_00310",5805.67180754472,0.260675347023096,0.197172428271977,1.32206794483214,0.186145526768972,0.999969233134726,6229.15290981061,5199.68929153942
"gene-PA14_00320",1637.03678615294,0.292131468912295,0.160661645375418,1.81830248426544,0.0690179133179822,0.999969233134726,1825.12317341982,1490.59384336647
"gene-PA14_00340",86.7740879989036,-0.684767762517216,0.366445056300071,-1.86867785700588,0.0616676464942365,0.999969233134726,68.1476983022181,110.618018675619
"gene-PA14_00360",107.372733383139,-0.229199065084775,0.310982348479253,-0.737016316860394,0.461112426744875,0.999969233134726,96.1281987130205,113.285160678761
"gene-PA14_00380",207.169301929292,-0.185848546043588,0.334613684326292,-0.555412270175899,0.578612701741659,0.999969233134726,194.286046228301,221.203114578826
"gene-PA14_00400",485.531323005192,0.0324661859133615,0.125352033027146,0.25900007466437,0.795635182884085,0.999969233134726,499.052871550916,486.863793573019
"gene-PA14_00410",698.665917312762,0.0180012021068071,0.146448505516192,0.122918305266125,0.902171790042631,0.999969233134726,735.345913465551,725.781751840042
"gene-PA14_00420",63.2361519361735,0.102724800512723,0.246494935396392,0.416742033046356,0.676867106009003,0.999969233134726,70.2373354267426,65.9901926373904
"gene-PA14_00430",107.177642567574,0.0131055682096502,0.344583321131931,0.0380330892586426,0.969661299692449,0.999969233134726,107.01726079832,106.366784954591
"gene-PA14_00440",944.875076532017,0.0875085730582952,0.118112983140514,0.740888687522099,0.458760935128768,0.999969233134726,1006.83285818434,948.843498900615
